project,report_ID,task_ID,"task_state (rejected, pending, completed)","expired (Yes or No)",user,task_create_date,report_start_date,report_save_date,report_update_date,last_user,report_sent_date,task_limit_date,task_update_date,task_latitude,task_longitude,report_latitude,report_longitude,task_description,task_observation,Detalle,"Tipo incidencia","Localización (Mapa)",Foto,Observaciones
INCIDENCIA,KDPSu,,,Yes,ayagaures.pistas1,,"2018-01-03 17:27:46","2018-01-03 17:28:53","2018-01-03 18:25:05",,"2018-01-03 18:25:05",,,,,27.8460047,-15.4680282,,,Detalle,Cárcavas,"27.844283799919133,-15.470603741705418",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/136_03-01-2018_17-28-53_1513762025395.png,
INCIDENCIA,KDPS0,,,Yes,ayagaures.pistas1,,"2018-01-03 17:29:47","2018-01-03 17:32:40","2018-01-07 21:12:54",vias.motor.gc,"2018-01-03 18:28:53",,,,,27.8437103,-15.4534886,,,Detalle,"NO Transitable (mal estado)","27.844566620423205,-15.470706336200237",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/137_03-01-2018_17-32-40_1513762025395.png,"Parte de la pista se la ha llevado la lluvia."
INCIDENCIA,KDPIm,,,Yes,ayagaures.pistas1,,"2018-01-04 08:49:32","2018-01-04 08:57:22","2018-01-04 09:53:37",,"2018-01-04 09:53:37",,,,,27.8385643,-15.4569473,,,Detalle,"Limita/Prohibe Paso","27.828996758757828,-15.454556420445442",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/140_04-01-2018_08-57-22_1513762025395.png,"Al atravesar la carretera GC-198 la pista esta cortada con piedras grandes."
INCIDENCIA,KDPlv,,,Yes,ayagaures.pistas1,,"2018-01-04 09:20:03","2018-01-04 09:23:27","2018-01-04 10:19:39",,"2018-01-04 10:19:39",,,,,27.8330159,-15.4501931,,,Detalle,"Limita/Prohibe Paso","27.826607834313148,-15.456020236015322",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/143_04-01-2018_09-23-27_1513762025395.png,"barrera de tierra y piedras y agujero que impide el paso en vehículo."
INCIDENCIA,KDPl3,,,Yes,ayagaures.pistas1,,"2018-01-04 09:56:10","2018-01-04 10:02:03","2018-01-04 10:58:13",,"2018-01-04 10:58:12",,,,,27.7955383,-15.4937723,,,Detalle,"Limita/Prohibe Paso","27.791195955622708,-15.499692298471928",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/145_04-01-2018_10-02-03_1513762025395.png,"El acceso desde Tarajalillo hacia la pista Doctoral-Tarajalillo está cortado con tierra y piedras"
INCIDENCIA,KDPlL,,,Yes,ayagaures.pistas1,,"2018-01-04 10:10:39","2018-01-04 10:13:11","2018-01-04 11:09:23",,"2018-01-04 11:09:23",,,,,27.7955383,-15.4937723,,,Detalle,"Limita/Prohibe Paso","27.790833802869745,-15.500808097422125",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/146_04-01-2018_10-13-11_1513762025395.png,"El acceso a la pista esta cerrado con piedras de gran tamaño."
INCIDENCIA,KDPlU,,,Yes,ayagaures.pistas1,,"2018-01-04 10:50:20","2018-01-04 10:53:46","2018-01-04 11:49:58",,"2018-01-04 11:49:58",,,,,27.7841587,-15.5183133,,,Detalle,"Limita/Prohibe Paso","27.788152173979825,-15.513212978839874",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/148_04-01-2018_10-53-46_1513762025395.png,"El acceso hacia Tarajalillo está cortado con una barrera."
INCIDENCIA,KDPlE,,,Yes,ayagaures.pistas1,,"2018-01-04 11:11:05","2018-01-04 11:13:23","2018-01-07 21:54:24",vias.motor.gc,"2018-01-04 12:09:36",,,,,27.7841587,-15.5183133,,,Detalle,"Limita/Prohibe Paso","27.786216768600607,-15.520159229636192",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/149_04-01-2018_11-13-23_1513762025395.png,"El paso bajo la GC-1 sólo permite el paso de vehiculos pequeños. La altura no llega a 2 m."
INCIDENCIA,KDPl9,,,Yes,ayagaures.pistas1,,"2018-01-04 11:16:04","2018-01-04 11:17:28","2018-01-04 12:13:39",,"2018-01-04 12:13:39",,,,,27.7829289,-15.518533,,,Detalle,Cárcavas,"27.784634604726705,-15.518326610326765",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/150_04-01-2018_11-17-28_1513762025395.png,
INCIDENCIA,KDPlf,,,Yes,ayagaures.pistas1,,"2018-01-04 11:38:54","2018-01-04 11:40:51","2018-01-04 12:37:06",,"2018-01-04 12:37:06",,,,,27.7921623,-15.5206371,,,Detalle,"Limita/Prohibe Paso","27.79531361579642,-15.521815493702888",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/152_04-01-2018_11-40-51_1513762025395.png,"Hay una cadena pero no está puesta."
INCIDENCIA,KDPmC,,,Yes,ayagaures.pistas1,,"2018-01-04 11:56:58","2018-01-04 11:58:27","2018-01-04 12:54:44",,"2018-01-04 12:54:44",,,,,27.7756109,-15.546155,,,Detalle,Cárcavas,"27.80843255652039,-15.530269481241705",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/154_04-01-2018_11-58-27_1513762025395.png,"Afloramiento de piedras."
INCIDENCIA,KDPmi,,,Yes,ayagaures.pistas1,,"2018-01-04 12:09:01","2018-01-04 12:09:52","2018-01-04 13:06:02",,"2018-01-04 13:06:02",,,,,27.7705268,-15.5531161,,,Detalle,Cárcavas,"27.815438166388354,-15.536418445408344",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/155_04-01-2018_12-09-52_1513762025395.png,
INCIDENCIA,KDPmb,,,Yes,ayagaures.pistas1,,"2018-01-04 12:11:33","2018-01-04 12:12:27","2018-01-04 13:08:37",,"2018-01-04 13:08:37",,,,,27.7705268,-15.5531161,,,Detalle,Cárcavas,"27.81580053367953,-15.536505617201328",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/156_04-01-2018_12-12-27_1513762025395.png,
INCIDENCIA,KDPmT,,,Yes,ayagaures.pistas1,,"2018-01-04 13:01:58","2018-01-04 13:03:10","2018-01-04 13:59:20",,"2018-01-04 13:59:20",,,,,27.7841587,-15.5183133,,,Detalle,"Limita/Prohibe Paso","27.790194322990654,-15.522488392889501",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/159_04-01-2018_13-03-10_1513762025395.png,"Cadena quitada."
INCIDENCIA,KDP8i,,,Yes,ayagaures.pistas1,,"2018-01-04 14:03:19","2018-01-04 14:05:19","2018-01-04 15:01:29",,"2018-01-04 15:01:29",,,,,27.7634473,-15.5634678,,,Detalle,"Limita/Prohibe Paso","27.780174226181664,-15.547438636422156",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/163_04-01-2018_14-05-19_1513762025395.png,"Hay una barrera y un cartel en el que se lee que la barrera se abre a las 06:00 y se cierra a las 19:00 horas."
INCIDENCIA,KDP8J,,,Yes,ayagaures.pistas1,,"2018-01-04 14:22:55","2018-01-04 14:24:26","2018-01-04 15:20:38",,"2018-01-04 15:20:38",,,,,27.7678762,-15.5761996,,,Detalle,Cárcavas,"27.791783227792806,-15.551577284932137",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/165_04-01-2018_14-24-26_1513762025395.png,
INCIDENCIA,KDP8b,,,Yes,ayagaures.pistas1,,"2018-01-04 14:27:13","2018-01-04 14:28:15","2018-01-04 15:24:24",,"2018-01-04 15:24:24",,,,,27.7537383,-15.5780318,,,Detalle,Cárcavas,"27.792737390003314,-15.552591495215895",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/166_04-01-2018_14-28-15_1513762025395.png,
INCIDENCIA,KDP8c,,,Yes,ayagaures.pistas1,,"2018-01-04 14:38:11","2018-01-04 14:39:24","2018-01-04 15:35:33",,"2018-01-04 15:35:33",,,,,27.7705268,-15.5531161,,,Detalle,Cárcavas,"27.79572350471437,-15.553954057395458",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/167_04-01-2018_14-39-24_1513762025395.png,
INCIDENCIA,KDP8B,,,Yes,ayagaures.pistas1,,"2018-01-04 14:50:21","2018-01-04 14:51:22","2018-01-04 15:47:33",,"2018-01-04 15:47:33",,,,,27.7833828,-15.5282039,,,Detalle,Cárcavas,"27.80091163943491,-15.552188828587534",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/168_04-01-2018_14-51-22_1513762025395.png,
INCIDENCIA,KDP89,,,Yes,ayagaures.pistas1,,"2018-01-04 14:53:59","2018-01-04 14:54:49","2018-01-04 15:51:01",,"2018-01-04 15:51:01",,,,,27.7705268,-15.5531161,,,Detalle,Cárcavas,"27.80205256283785,-15.551665127277376",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/169_04-01-2018_14-54-49_1513762025395.png,
INCIDENCIA,KDP8W,,,Yes,ayagaures.pistas1,,"2018-01-04 14:59:42","2018-01-04 15:00:33","2018-01-04 15:56:42",,"2018-01-04 15:56:42",,,,,27.7727119,-15.5465213,,,Detalle,Cárcavas,"27.80347996066544,-15.552370212972166",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/170_04-01-2018_15-00-33_1513762025395.png,
INCIDENCIA,KDP8q,,,Yes,ayagaures.pistas1,,"2018-01-04 15:15:38","2018-01-04 15:16:29","2018-01-04 16:12:39",,"2018-01-04 16:12:39",,,,,27.7766402,-15.5465213,,,Detalle,Cárcavas,"27.808833499311863,-15.553989931941032",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/171_04-01-2018_15-16-29_1513762025395.png,
INCIDENCIA,KDP8l,,,Yes,ayagaures.pistas1,,"2018-01-04 15:58:33","2018-01-04 16:00:20","2018-01-07 21:53:25",vias.motor.gc,"2018-01-04 16:56:52",,,,,27.770394,-15.5853606,,,Detalle,"Explotación ganadera","27.79051228377178,-15.550973452627659",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/174_04-01-2018_16-00-20_1513762025395.png,"Hay que atravesar una quesería, en la que hay varios centenares de cabras."
INCIDENCIA,KDPMG,,,Yes,ayagaures.pistas1,,"2018-01-04 16:41:49","2018-01-04 16:43:46","2018-01-07 21:53:01",vias.motor.gc,"2018-01-04 17:40:03",,,,,27.7632046,-15.5656426,,,Detalle,Instalaciones,"27.766633571441655,-15.56770373135805",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/176_04-01-2018_16-43-46_1513762025395.png,"La obra del Parque Acuático impide el paso."
INCIDENCIA,KDPsd,,,Yes,ayagaures.pistas1,,"2018-01-05 09:38:51","2018-01-05 09:39:54","2018-01-05 10:36:02",,"2018-01-05 10:36:02",,,,,27.762836,-15.5961046,,,Detalle,Cárcavas,"27.78682542393676,-15.567189082503319",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/189_05-01-2018_09-39-54_1513762025395.png,"Cárcavas y piedras en superficie."
INCIDENCIA,KDPsS,,,Yes,ayagaures.pistas1,,"2018-01-05 10:28:05","2018-01-05 10:29:16","2018-01-05 11:25:25",,"2018-01-05 11:25:25",,,,,27.7705268,-15.5531161,,,Detalle,Cárcavas,"27.803605409443037,-15.567040555179119",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/192_05-01-2018_10-29-16_1513762025395.png,"Cárcavas y piedras en el firme."
INCIDENCIA,KDPsI,,,Yes,ayagaures.pistas1,,"2018-01-05 10:44:34","2018-01-05 10:45:46","2018-01-05 11:41:57",,"2018-01-05 11:41:57",,,,,27.7685077,-15.5707032,,,Detalle,Cárcavas,"27.78961089813133,-15.567400977015494",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/193_05-01-2018_10-45-46_1513762025395.png,
INCIDENCIA,KDPxU,,,Yes,ayagaures.pistas1,,"2018-01-05 11:50:43","2018-01-05 11:51:43","2018-01-05 12:47:51",,"2018-01-05 12:47:51",,,,,27.7971344,-15.4923073,,,Detalle,Cárcavas,"27.790797617188492,-15.492804385721682",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/195_05-01-2018_11-51-43_1513762025395.png,"Piedras en superficie."
INCIDENCIA,KDPx9,,,Yes,ayagaures.pistas1,,"2018-01-05 12:23:25","2018-01-05 12:25:01","2018-01-07 21:52:32",vias.motor.gc,"2018-01-05 13:21:10",,,,,27.8330159,-15.4501931,,,Detalle,Instalaciones,"27.888377988631902,-15.449431724846363",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/197_05-01-2018_12-25-01_1513762025395.png,"Instalación de aerogeneradores."
INCIDENCIA,KDPxP,,,Yes,ayagaures.pistas1,,"2018-01-05 12:43:39","2018-01-05 12:45:22","2018-01-07 21:52:07",vias.motor.gc,"2018-01-05 13:41:33",,,,,27.8491922,-15.4523901,,,Detalle,"Explotación agrícola","27.892280088328306,-15.461787320673466",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/199_05-01-2018_12-45-22_1513762025395.png,"Pequeña explotación agrícola."
INCIDENCIA,KDPxX,,,Yes,ayagaures.pistas1,,"2018-01-05 12:47:23","2018-01-05 12:49:21","2018-01-07 21:51:46",vias.motor.gc,"2018-01-05 13:45:31",,,,,27.8491922,-15.4523901,,,Detalle,Vertidos,"27.894894250496346,-15.462664067745209",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/200_05-01-2018_12-49-21_1513762025395.png,"Vertedero de restos de poda y de vertido de desmontes."
INCIDENCIA,KDPxS,,,Yes,ayagaures.pistas1,,"2018-01-05 13:12:03","2018-01-05 13:14:41","2018-01-07 21:49:10",vias.motor.gc,"2018-01-05 14:10:53",,,,,27.8758514,-15.4252956,,,Detalle,"Trazado no identificable","27.89070539703959,-15.46005629003048",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/202_05-01-2018_13-14-41_1513762025395.png,"Trazado poco identificable"
INCIDENCIA,KDPxl,,,Yes,ayagaures.pistas1,,"2018-01-05 13:35:58","2018-01-05 13:37:45","2018-01-07 21:12:08",vias.motor.gc,"2018-01-05 14:34:44",,,,,27.8485231,-15.4582489,,,Detalle,"NO Transitable (mal estado)","27.88665684771289,-15.454454496502878",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/204_05-01-2018_13-37-45_1513762025395.png,"Cárcarvas sobre risco muy profundas."
INCIDENCIA,KDXDp,,,Yes,ayagaures.pistas1,,"2018-01-05 14:07:16","2018-01-05 14:08:49","2018-01-07 21:47:12",vias.motor.gc,"2018-01-05 15:05:00",,,,,27.8581121,-15.4399408,,,Detalle,Viviendas,"27.875286495549208,-15.464440025389194",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/207_05-01-2018_14-08-49_1513762025395.png,"Presencia de viviendas a lo largo de la pista."
INCIDENCIA,KDXD6,,,Yes,ayagaures.pistas1,,"2018-01-05 14:20:21","2018-01-05 14:21:39","2018-01-05 15:17:47",,"2018-01-05 15:17:47",,,,,27.8581121,-15.4399408,,,Detalle,Cárcavas,"27.86671563749711,-15.468070395290853",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/209_05-01-2018_14-21-39_1513762025395.png,
INCIDENCIA,KDXDR,,,Yes,ayagaures.pistas1,,"2018-01-05 14:26:11","2018-01-05 14:27:46","2018-01-05 15:23:55",,"2018-01-05 15:23:55",,,,,27.8581121,-15.4399408,,,Detalle,Cárcavas,"27.866089053260936,-15.469364225864409",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/210_05-01-2018_14-27-46_1513762025395.png,
INCIDENCIA,KDXKt,,,Yes,vias.motor.gc,,"2018-01-06 18:56:23","2018-01-06 18:57:39","2018-01-06 20:36:01",,"2018-01-06 20:36:01",,,,,27.7577309,-15.681449,,,Detalle,"Limita/Prohibe Paso","27.762294984423544,-15.664710178971292",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/6_06-01-2018_18-57-39_1513762025395.png,"densidad de pista sin salida"
INCIDENCIA,KDXKv,,,Yes,vias.motor.gc,,"2018-01-06 19:00:50","2018-01-06 19:01:23","2018-01-06 20:36:01",,"2018-01-06 20:36:01",,,,,27.7577309,-15.681449,,,Detalle,"Caída distinto nivel","27.766196575809374,-15.661368481814861",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/8_06-01-2018_19-01-23_1513762025395.png,
INCIDENCIA,KDXKi,,,Yes,vias.motor.gc,,"2018-01-06 19:06:30","2018-01-06 19:08:45","2018-01-06 20:36:01",,"2018-01-06 20:36:01",,,,,27.7577309,-15.681449,,,Detalle,"Caída distinto nivel","27.77366827725613,-15.659855715930462",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/9_06-01-2018_19-08-45_1513762025395.png,
INCIDENCIA,KDXKy,,,Yes,vias.motor.gc,,"2018-01-06 19:17:09","2018-01-06 19:18:01","2018-01-06 20:36:01",,"2018-01-06 20:36:01",,,,,27.7577309,-15.681449,,,Detalle,Cárcavas,"27.782396281081763,-15.653707757592201",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/11_06-01-2018_19-18-01_1513762025395.png,"curso de agua permanente"
INCIDENCIA,KDXKJ,,,Yes,vias.motor.gc,,"2018-01-06 19:18:05","2018-01-06 19:18:57","2018-01-06 20:36:02",,"2018-01-06 20:36:02",,,,,27.7577309,-15.681449,,,Detalle,Cárcavas,"27.781553264129606,-15.65390557050705",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/12_06-01-2018_19-18-57_1513762025395.png,
INCIDENCIA,KDXKO,,,Yes,vias.motor.gc,,"2018-01-06 19:19:03","2018-01-06 19:21:53","2018-01-06 20:36:02",,"2018-01-06 20:36:02",,,,,27.7577309,-15.681449,,,Detalle,Cárcavas,"27.780687696645618,-15.653260163962841",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/13_06-01-2018_19-21-53_1513762025395.png,
INCIDENCIA,KDXKb,,,Yes,vias.motor.gc,,"2018-01-06 19:25:53","2018-01-06 19:28:17","2018-01-06 20:36:02",,"2018-01-06 20:36:02",,,,,27.7577309,-15.681449,,,Detalle,Cárcavas,"27.778356740771788,-15.648662187159061",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/15_06-01-2018_19-28-17_1513762025395.png,
INCIDENCIA,KDXKh,,,Yes,vias.motor.gc,,"2018-01-06 19:28:20","2018-01-06 19:30:27","2018-01-06 20:36:02",,"2018-01-06 20:36:02",,,,,27.7577309,-15.681449,,,Detalle,Cárcavas,"27.77774863131619,-15.648225992918013",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/16_06-01-2018_19-30-27_1513762025395.png,
INCIDENCIA,KDXKn,,,Yes,vias.motor.gc,,"2018-01-06 19:30:37","2018-01-06 19:33:15","2018-01-06 20:36:02",,"2018-01-06 20:36:02",,,,,27.7577309,-15.681449,,,Detalle,Cárcavas,"27.776622284968873,-15.648208558559418",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/17_06-01-2018_19-33-15_1513762025395.png,
INCIDENCIA,KDXKo,,,Yes,vias.motor.gc,,"2018-01-06 19:33:16","2018-01-06 19:35:54","2018-01-06 20:36:02",,"2018-01-06 20:36:02",,,,,27.7577309,-15.681449,,,Detalle,"Caída distinto nivel","27.775654928954445,-15.64828835427761",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/18_06-01-2018_19-35-54_1513762025395.png,
INCIDENCIA,KDXKw,,,Yes,vias.motor.gc,,"2018-01-06 19:36:03","2018-01-06 19:39:01","2018-01-06 20:36:03",,"2018-01-06 20:36:03",,,,,27.7577309,-15.681449,,,Detalle,Cárcavas,"27.773903521018763,-15.646933838725092",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/19_06-01-2018_19-39-01_1513762025395.png,"en esta zona la pista se estrecha y hay abundantes cárcavas"
INCIDENCIA,KDXK5,,,Yes,vias.motor.gc,,"2018-01-06 19:39:05","2018-01-06 19:52:50","2018-01-06 20:36:03",,"2018-01-06 20:36:03",,,,,27.7577309,-15.681449,,,Detalle,"Limita/Prohibe Paso","27.76670625554157,-15.64765065908432",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/20_06-01-2018_19-52-50_1513762025395.png,"aunque no prohíbe paso hay dudas de si es el camino correcto al pasar por el medio de una explotación ganadera"
INCIDENCIA,KDXKF,,,Yes,vias.motor.gc,,"2018-01-06 19:52:52","2018-01-06 19:55:43","2018-01-07 21:46:17",vias.motor.gc,"2018-01-06 20:36:03",,,,,27.7577309,-15.681449,,,Detalle,"Firme cemento","27.763236648133713,-15.64378324896097",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/21_06-01-2018_19-55-43_1513762025395.png,"comienza firme de cemento"
INCIDENCIA,KDXKe,,,Yes,vias.motor.gc,,"2018-01-06 20:43:40","2018-01-06 20:45:55","2018-01-06 20:42:03",,"2018-01-06 20:42:03",,,,,27.757608,-15.6821831,,,Detalle,"Caída distinto nivel","27.771392052508933,-15.649155378341675",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/23_06-01-2018_20-45-55_1513762025395.png,"zona muy estrecha. usuarios previos colocaron piedras para poder pasar"
INCIDENCIA,KDXkr,,,Yes,vias.motor.gc,,"2018-01-07 11:51:54","2018-01-07 11:52:32","2018-01-07 14:46:19",,"2018-01-07 14:46:19",,,,,27.7576099,-15.6821846,,,Detalle,"Limita/Prohibe Paso","27.776781878602705,-15.685064792633058",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/25_07-01-2018_11-52-32_1513762025395.png,
INCIDENCIA,KDXkt,,,Yes,vias.motor.gc,,"2018-01-07 12:01:21","2018-01-07 12:02:29","2018-01-07 21:43:34",vias.motor.gc,"2018-01-07 14:46:19",,,,,27.7576099,-15.6821846,,,Detalle,Instalaciones,"27.784701344387805,-15.683283470571043",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/27_07-01-2018_12-02-29_1513762025395.png,"instalaciones eléctricas y depósito de agua"
INCIDENCIA,KDXkv,,,Yes,vias.motor.gc,,"2018-01-07 12:14:19","2018-01-07 12:16:42","2018-01-07 21:42:42",vias.motor.gc,"2018-01-07 14:46:19",,,,,27.7576099,-15.6821846,,,Detalle,"Explotación ganadera","27.79931723303756,-15.679817721247675",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/31_07-01-2018_12-16-42_1513762025395.png,"explotación ganadera"
INCIDENCIA,KDXki,,,Yes,vias.motor.gc,,"2018-01-07 13:39:42","2018-01-07 13:41:31","2018-01-07 14:46:19",,"2018-01-07 14:46:19",,,,,27.7576099,-15.6821846,,,Detalle,Cárcavas,"27.85312677968506,-15.682092905044557",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/46_07-01-2018_13-41-31_1513762025395.png,"pista en peor estado y con menor ancho que la principal de servicio a las explotaciones agrícolas de contadores"
INCIDENCIA,KDXkq,,,Yes,vias.motor.gc,,"2018-01-07 17:03:31","2018-01-07 17:05:05","2018-01-07 21:39:16",vias.motor.gc,"2018-01-07 17:23:41",,,,,27.7582965,-15.6796252,,,Detalle,"Firme cemento","27.80932726188485,-15.727431289851665",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/55_07-01-2018_17-05-05_1513762025395.png,"tramo confirme de cemento"
INCIDENCIA,KDXk2,,,Yes,vias.motor.gc,,"2018-01-07 17:05:07","2018-01-07 17:07:29","2018-01-07 17:23:41",,"2018-01-07 17:23:41",,,,,27.7582965,-15.6796252,,,Detalle,"Limita/Prohibe Paso","27.80943164863992,-15.7289507612586",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/56_07-01-2018_17-07-29_1513762025395.png,"barrera que no permite continuar el acceso por la pista"
INCIDENCIA,KDXkH,,,Yes,vias.motor.gc,,"2018-01-07 17:07:32","2018-01-07 17:26:43","2018-01-07 17:23:41",,"2018-01-07 17:23:41",,,,,27.790445,-15.7239873,,,Detalle,"Limita/Prohibe Paso","27.803231435236242,-15.73653168976307",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/57_07-01-2018_17-26-43_1513762025395.png,"cadena que limita el paso a vehículos a motor"
INCIDENCIA,KDXz3,KDjkw,completed,Yes,ayagaures.pistas1,"2018-01-04 14:52:37","2018-01-08 10:55:54","2018-01-08 11:00:28","2018-01-08 11:56:38",,"2018-01-08 11:56:38","2018-01-08 12:00:00","2018-01-08 11:56:38",27.87054539,-15.46669857,27.8581684,-15.4300551,"GC551-07.9 - Punta del Roque - Tablón del almácigo",,Detalle,OTROS,"27.87051270788594,-15.46675007790327",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/219_08-01-2018_11-00-28_1513762025395.png,"Acceso desde Punta del Roque."
INCIDENCIA,KDX13,,,Yes,ayagaures.pistas1,,"2018-01-08 11:29:36","2018-01-08 11:30:50","2018-01-08 12:47:00",,"2018-01-08 12:47:00",,,,,27.8751872,-15.4373778,,,Detalle,Cárcavas,"27.872843760425855,-15.479845963418484",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/222_08-01-2018_11-30-50_1513762025395.png,
INCIDENCIA,KDX1L,,,Yes,ayagaures.pistas1,,"2018-01-08 11:43:08","2018-01-08 11:45:57","2018-01-08 13:09:22",vias.motor.gc,"2018-01-08 12:47:00",,,,,27.845344,-15.445433,,,Detalle,"Limita/Prohibe Paso","27.8744299737313,-15.486543104052544",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/223_08-01-2018_11-45-57_1513762025395.png,"Piedras y tierra interrumpiendo la pistas."
INCIDENCIA,KDX1e,,,Yes,ayagaures.pistas1,,"2018-01-08 11:49:55","2018-01-08 11:50:49","2018-01-08 12:47:01",,"2018-01-08 12:47:01",,,,,27.845344,-15.445433,,,Detalle,Cárcavas,"27.873716002791493,-15.484742335975168",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/224_08-01-2018_11-50-49_1513762025395.png,
INCIDENCIA,KDX6K,,,Yes,ayagaures.pistas1,,"2018-01-08 12:31:22","2018-01-08 12:32:20","2018-01-08 13:30:09",,"2018-01-08 13:30:09",,,,,27.8485231,-15.4582489,,,Detalle,"NO Transitable (mal estado)","27.88152645268695,-15.480622462928295",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/227_08-01-2018_12-32-20_1513762025395.png,
INCIDENCIA,KDX6o,,,Yes,ayagaures.pistas1,,"2018-01-08 12:51:32","2018-01-08 12:52:37","2018-01-08 13:48:42",,"2018-01-08 13:48:41",,,,,27.8581684,-15.4300551,,,Detalle,OTROS,"27.870886153878967,-15.47050416469574",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/228_08-01-2018_12-52-37_1513762025395.png,"Invernaderos abandonados."
