project,report_ID,task_ID,"task_state (rejected, pending, completed)","expired (Yes or No)",user,task_create_date,report_start_date,report_save_date,report_update_date,last_user,report_sent_date,task_limit_date,task_update_date,task_latitude,task_longitude,report_latitude,report_longitude,task_description,task_observation,Detalle,"Tipo incidencia","Localización (Mapa)",Foto,Observaciones
INCIDENCIA,KDXRi,,,Yes,ayagaures.pistas1,,"2018-01-08 14:40:42","2018-01-08 14:41:38","2018-01-08 15:40:16",,"2018-01-08 15:40:16",,,,,27.8969252,-15.5560472,,,Detalle,Cárcavas,"27.88489330183945,-15.517926961183548",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/235_08-01-2018_14-41-38_1513762025395.png,
INCIDENCIA,KDXRd,,,Yes,ayagaures.pistas1,,"2018-01-08 16:08:23","2018-01-08 16:09:42","2018-01-08 17:05:46",,"2018-01-08 17:05:46",,,,,27.8482573,-15.4355471,,,Detalle,"Explotación agrícola","27.86420335074564,-15.403980016708374",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/244_08-01-2018_16-09-42_1513762025395.png,Invernaderos.
INCIDENCIA,KDXR0,,,Yes,ayagaures.pistas1,,"2018-01-08 16:28:58","2018-01-08 16:29:43","2018-01-08 17:26:01",,"2018-01-08 17:26:01",,,,,27.859725,-15.4069909,,,Detalle,Cárcavas,"27.871766414341042,-15.39869774132967",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/245_08-01-2018_16-29-43_1513762025395.png,
INCIDENCIA,KDXRQ,,,Yes,ayagaures.pistas1,,"2018-01-08 16:36:54","2018-01-08 16:38:57","2018-01-08 17:35:04",,"2018-01-08 17:35:04",,,,,27.920362,-15.4044284,,,Detalle,OTROS,"27.879026363890123,-15.40070202201605",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/246_08-01-2018_16-38-57_1513762025395.png,"Acumulación de estiércol."
INCIDENCIA,KDXRg,,,Yes,ayagaures.pistas1,,"2018-01-08 16:42:20","2018-01-08 16:43:24","2018-01-08 17:39:28",,"2018-01-08 17:39:28",,,,,27.920362,-15.4044284,,,Detalle,Vertidos,"27.881699820858415,-15.401999540627001",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/247_08-01-2018_16-43-24_1513762025395.png,"Vertidos e invernaderos abandonados."
INCIDENCIA,KDXRM,,,Yes,ayagaures.pistas1,,"2018-01-08 17:15:11","2018-01-08 17:16:09","2018-01-08 18:12:13",,"2018-01-08 18:12:13",,,,,27.919518,-15.3993035,,,Detalle,Cárcavas,"27.87830857050225,-15.392173938453197",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/250_08-01-2018_17-16-09_1513762025395.png,
INCIDENCIA,KDXCr,,,Yes,ayagaures.pistas1,,"2018-01-08 17:28:25","2018-01-08 17:28:55","2018-01-08 18:24:59",,"2018-01-08 18:24:59",,,,,27.919518,-15.3993035,,,Detalle,Cárcavas,"27.877009002658436,-15.388604924082754",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/251_08-01-2018_17-28-55_1513762025395.png,
INCIDENCIA,KDXCn,,,Yes,ayagaures.pistas1,,"2018-01-08 17:38:49","2018-01-08 17:39:52","2018-01-08 18:36:56",,"2018-01-08 18:36:55",,,,,27.8604156,-15.4040623,,,Detalle,Cárcavas,"27.87630512530995,-15.386437699198723",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/253_08-01-2018_17-39-52_1513762025395.png,
INCIDENCIA,KDXCw,,,Yes,ayagaures.pistas1,,"2018-01-08 17:41:52","2018-01-08 17:42:30","2018-01-08 18:38:34",,"2018-01-08 18:38:34",,,,,27.9008085,-15.4036963,,,Detalle,Cárcavas,"27.876081365447384,-15.386664345860481",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/254_08-01-2018_17-42-30_1513762025395.png,
INCIDENCIA,KDXvS,,,Yes,ayagaures.pistas1,,"2018-01-09 09:38:55","2018-01-09 09:41:24","2018-01-09 10:32:20",,"2018-01-09 10:32:20",,,,,27.9501917,-15.3901523,,,Detalle,"Explotación agrícola","27.953569740402425,-15.384712032973765",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/2_09-01-2018_09-41-24_1513762025395.png,"Discurre por invernaderos en explotación."
INCIDENCIA,KDXvM,,,Yes,ayagaures.pistas1,,"2018-01-09 09:47:54","2018-01-09 09:49:49","2018-01-09 10:40:23",,"2018-01-09 10:40:22",,,,,27.948532,-15.3890542,,,Detalle,OTROS,"27.959974574720267,-15.384677499532701",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/3_09-01-2018_09-49-49_1513762025395.png,"Cruza carretera vecinal hacia Tufia."
INCIDENCIA,KDXip,,,Yes,ayagaures.pistas1,,"2018-01-09 10:06:17","2018-01-09 10:09:40","2018-01-09 11:00:13",,"2018-01-09 11:00:13",,,,,27.9704129,-15.3912504,,,Detalle,"NO Transitable (mal estado)","27.9671776713054,-15.386236198246477",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/5_09-01-2018_10-09-40_1513762025395.png,"Desaparece carretera y solo es transitable a pie."
INCIDENCIA,KDXiC,,,Yes,ayagaures.pistas1,,"2018-01-09 10:45:39","2018-01-09 10:47:22","2018-01-09 11:37:58",,"2018-01-09 11:37:58",,,,,27.9768184,-15.390582,,,Detalle,Instalaciones,"27.975077308013507,-15.39102092385292",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/7_09-01-2018_10-47-22_1513762025395.png,"Tránsito bajo puente Autopista GC1"
INCIDENCIA,KDXyD,,,Yes,ayagaures.pistas1,,"2018-01-09 11:21:47","2018-01-09 11:26:07","2018-01-09 12:16:39",,"2018-01-09 12:16:39",,,,,27.9754206,-15.3866514,,,Detalle,"Trazado no identificable","27.97296520825805,-15.403864681720734",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/9_09-01-2018_11-26-07_1513762025395.png,"Solo accesible para 4*4 REDUCTORA"
INCIDENCIA,KDXJf,,,Yes,ayagaures.pistas1,,"2018-01-09 16:48:24","2018-01-09 16:49:36","2018-01-09 17:45:38",,"2018-01-09 17:45:38",,,,,27.9586002,-15.3985271,,,Detalle,Vertidos,"27.950893321015403,-15.403417088091375",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/261_09-01-2018_16-49-36_1513762025395.png,
INCIDENCIA,KDXJY,,,Yes,ayagaures.pistas1,,"2018-01-09 16:56:41","2018-01-09 16:58:22","2018-01-09 17:54:26",,"2018-01-09 17:54:26",,,,,27.8808228,-15.416143,,,Detalle,,"27.94855269538708,-15.410479009151459",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/262_09-01-2018_16-58-22_1513762025395.png,"Piedras y tierras que impiden el paso"
INCIDENCIA,KDXOz,,,Yes,ayagaures.pistas1,,"2018-01-09 17:39:56","2018-01-09 17:41:53","2018-01-09 18:37:55",,"2018-01-09 18:37:55",,,,,27.8187606,-15.4655728,,,Detalle,OTROS,"27.956897624478845,-15.44669084250927",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/267_09-01-2018_17-41-53_1513762025395.png,"intersección entre pista real y pista no real."
INCIDENCIA,KDXO6,,,Yes,ayagaures.pistas1,,"2018-01-09 17:47:55","2018-01-09 17:49:46","2018-01-09 18:45:50",,"2018-01-09 18:45:50",,,,,27.8899164,-15.4146786,,,Detalle,,"27.955802457791947,-15.44814258813858",https://web.surikat.io/uploads/img/submissions/6263707BBCD105F4A885987A980C75A3/268_09-01-2018_17-49-46_1513762025395.png,"Intersección hacia Lomo Cementerio cerrado con piedras y tierra."
INCIDENCIA,KDXGJ,,,Yes,ayagaures.pistas1,,"2018-01-10 17:32:51","2018-01-10 17:35:13","2018-01-10 18:25:36",,"2018-01-10 18:25:36",,,,,27.9924548,-15.4886448,,,Detalle,"Limita/Prohibe Paso","27.987083778164134,-15.485835671424866",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/29_10-01-2018_17-35-13_1513762025395.png,"A la derecha de la imagen se aprecia la vía y la fotografía muestra el lugar y la envergadura de la obra."
INCIDENCIA,KDXGb,,,Yes,ayagaures.pistas1,,"2018-01-10 17:39:39","2018-01-10 17:41:24","2018-01-10 18:31:46",,"2018-01-10 18:31:46",,,,,27.9924548,-15.4886448,,,Detalle,"Limita/Prohibe Paso","27.98542845639784,-15.48580516129732",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/30_10-01-2018_17-41-24_1513762025395.png,"Acceso cerrado por el otro extremo de la zona acotada por obras."
INCIDENCIA,KDXLh,,,Yes,ayagaures.pistas1,,"2018-01-11 09:23:02","2018-01-11 09:25:05","2018-01-11 10:15:28",,"2018-01-11 10:15:28",,,,,27.9988139,-15.4831484,,,Detalle,OTROS,"27.972978829109547,-15.494287647306919",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/35_11-01-2018_09-25-05_1513762025395.png,"Temporada de invierno.  Trazado sin visibilidad debido a la neblina."
INCIDENCIA,KDXLo,,,Yes,ayagaures.pistas1,,"2018-01-11 09:28:56","2018-01-11 09:30:37","2018-01-11 10:20:58",,"2018-01-11 10:20:58",,,,,27.9988139,-15.4831484,,,Detalle,"Caída distinto nivel","27.971921431370518,-15.496698282659052",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/36_11-01-2018_09-30-37_1513762025395.png,"Trazado con caída a distinto nivel."
INCIDENCIA,KDXLf,,,Yes,ayagaures.pistas1,,"2018-01-11 09:40:41","2018-01-11 09:42:25","2018-01-11 10:32:46",,"2018-01-11 10:32:46",,,,,28.0247543,-15.4216345,,,Detalle,"Caída distinto nivel","27.969686974616323,-15.500645153224468",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/37_11-01-2018_09-42-25_1513762025395.png,"Trazado con caída a distinto nivel por el margen derecho de la pista."
INCIDENCIA,KDXLm,,,Yes,ayagaures.pistas1,,"2018-01-11 10:00:19","2018-01-11 10:04:28","2018-01-11 10:54:49",,"2018-01-11 10:54:49",,,,,28.0587916,-15.4608122,,,Detalle,"NO Transitable (mal estado)","27.971710305909752,-15.503570102155209",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/38_11-01-2018_10-04-28_1513762025395.png,"Trazado de unos 50m de zona no transitable debido al barro que se forma con las lluvias.  Probablemente fácilmente transitable en temporada de verano."
INCIDENCIA,KDXjZ,,,Yes,ayagaures.pistas1,,"2018-01-11 12:57:44","2018-01-11 13:05:39","2018-01-11 13:56:00",,"2018-01-11 13:56:00",,,,,28.0221427,-15.4373635,,,Detalle,"NO Transitable (mal estado)","28.01868811530609,-15.442207865417005",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/41_11-01-2018_13-05-39_1513762025395.png,"Pendiente de más del 20% solo transitable con vehículos especiales  (tractor o 4*4 preparado)"
INCIDENCIA,KDXjm,,,Yes,ayagaures.pistas1,,"2018-01-11 14:07:31","2018-01-11 14:13:27","2018-01-11 15:03:48",,"2018-01-11 15:03:48",,,,,28.0122338,-15.3938127,,,Detalle,OTROS,"28.022994832600254,-15.446863509714602",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/49_11-01-2018_14-13-27_1513762025395.png,"Pendiente muy prolongada mayor de 15° que discurre por zona delimitada por un coto privado de caza."
INCIDENCIA,KDXj8,,,Yes,ayagaures.pistas1,,"2018-01-11 14:18:37","2018-01-11 14:22:54","2018-01-11 15:13:13",,"2018-01-11 15:13:13",,,,,28.0394678,-15.4333503,,,Detalle,"Limita/Prohibe Paso","28.023818804509393,-15.44447600841522",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/50_11-01-2018_14-22-54_1513762025395.png,"Trazado cortado por acceso al Coto Privado de caza."
INCIDENCIA,KDXAn,,,Yes,ayagaures.pistas1,,"2018-01-11 15:48:01","2018-01-11 15:49:23","2018-01-11 16:39:48",,"2018-01-11 16:39:48",,,,,28.0307842,-15.4439842,,,Detalle,"Limita/Prohibe Paso","28.023648032113865,-15.461894609034061",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/58_11-01-2018_15-49-23_1513762025395.png,"Acceso restringido al tratarse de una propiedad privada."
INCIDENCIA,KDXAN,,,Yes,ayagaures.pistas1,,"2018-01-11 16:20:48","2018-01-11 16:22:01","2018-01-11 17:12:21",,"2018-01-11 17:12:21",,,,,28.0245668,-15.4699672,,,Detalle,"Limita/Prohibe Paso","28.0227491788351,-15.475580915808678",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/60_11-01-2018_16-22-01_1513762025395.png,"Acceso restringido por tratarse de una propiedad privada."
INCIDENCIA,KDXA7,,,Yes,ayagaures.pistas1,,"2018-01-11 16:33:17","2018-01-11 16:34:57","2018-01-11 17:25:17",,"2018-01-11 17:25:17",,,,,28.0420432,-15.4273686,,,Detalle,Vertidos,"28.02133828665679,-15.452526658773422",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/62_11-01-2018_16-34-57_1513762025395.png,"Vertidos ilegales de escombros y enseres varios."
INCIDENCIA,KDXAB,,,Yes,ayagaures.pistas1,,"2018-01-11 16:36:50","2018-01-11 16:38:51","2018-01-11 17:29:09",,"2018-01-11 17:29:09",,,,,28.0420432,-15.4273686,,,Detalle,Vertidos,"28.02185594150408,-15.449587292969227",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/63_11-01-2018_16-38-51_1513762025395.png,"Vertidos ilegales de escombros y enseres varios  diseminados de forma reiterada a lo largo de una parte de la pista."
INCIDENCIA,KDXdp,,,Yes,ayagaures.pistas1,,"2018-01-12 09:52:39","2018-01-12 09:54:45","2018-01-12 10:55:07",,"2018-01-12 10:55:07",,,,,27.8486188,-15.4449829,,,Detalle,OTROS,"27.956905620517098,-15.545248277485369",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/71_12-01-2018_09-54-45_1513762025395.png,"Zona seriamente afectada por el incendio forestal sucedido en octubre de 2017."
INCIDENCIA,KDXdz,,,Yes,ayagaures.pistas1,,"2018-01-12 09:57:25","2018-01-12 09:58:56","2018-01-12 10:55:08",,"2018-01-12 10:55:08",,,,,27.8486188,-15.4449829,,,Detalle,Cárcavas,"27.954348338830073,-15.5461049079895",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/72_12-01-2018_09-58-56_1513762025395.png,"Cárcavas provocadas por lluvias."
INCIDENCIA,KDXc3,,,Yes,ayagaures.pistas1,,"2018-01-12 11:57:26","2018-01-12 11:59:16","2018-01-12 12:49:35",,"2018-01-12 12:49:35",,,,,27.8463924,-15.4425038,,,Detalle,OTROS,"27.948535813555203,-15.545709617435932",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/84_12-01-2018_11-59-16_1513762025395.png,"Zona seriamente afectada por el incendio forestal sucedido en octubre de 2017."
INCIDENCIA,KDXcA,,,Yes,ayagaures.pistas1,,"2018-01-12 12:11:05","2018-01-12 12:12:28","2018-01-12 13:02:45",,"2018-01-12 13:02:45",,,,,27.8463924,-15.4425038,,,Detalle,"Caída distinto nivel","27.949812013367627,-15.551190711557863",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/86_12-01-2018_12-12-28_1513762025395.png,"Trazado con caída a distinto nivel."
INCIDENCIA,KDXcH,,,Yes,ayagaures.pistas1,,"2018-01-12 12:14:47","2018-01-12 12:16:18","2018-01-12 13:06:33",,"2018-01-12 13:06:33",,,,,27.8463924,-15.4425038,,,Detalle,Desprendimiento,"27.950610482071088,-15.551358349621298",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/87_12-01-2018_12-16-18_1513762025395.png,"Zona de desprendimientos."
INCIDENCIA,KDX4e,,,Yes,ayagaures.pistas1,,"2018-01-12 12:47:56","2018-01-12 12:49:42","2018-01-12 13:39:59",,"2018-01-12 13:39:59",,,,,27.8463924,-15.4425038,,,Detalle,Cárcavas,"27.956084690832025,-15.554811023175716",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/90_12-01-2018_12-49-42_1513762025395.png,"Trazado con cárcavas provocadas por lluvias."
INCIDENCIA,KDX7K,,,Yes,ayagaures.pistas1,,"2018-01-12 14:30:05","2018-01-12 14:33:04","2018-01-12 15:23:23",,"2018-01-12 15:23:23",,,,,27.8463924,-15.4425038,,,Detalle,"Explotación ganadera","28.012592828851695,-15.492186471819876",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/95_12-01-2018_14-33-04_1513762025395.png,"Explotación ganadera por la que discurre el trazado de la pista."
INCIDENCIA,KDX9n,,,Yes,vias.motor.gc,,"2018-01-14 17:06:56","2018-01-14 17:07:56","2018-01-14 20:49:34",,"2018-01-14 20:49:34",,,,,27.7577406,-15.6814941,,,Detalle,Desprendimiento,"27.91587163730919,-15.666435174643993",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/2_14-01-2018_17-07-56_1513762025395.png,
INCIDENCIA,KDX9o,,,Yes,vias.motor.gc,,"2018-01-14 17:08:54","2018-01-14 17:09:57","2018-01-14 20:49:34",,"2018-01-14 20:49:34",,,,,27.7577406,-15.6814941,,,Detalle,"Caída distinto nivel","27.91541065258172,-15.665800496935843",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/3_14-01-2018_17-09-57_1513762025395.png,
INCIDENCIA,KDX9w,,,Yes,vias.motor.gc,,"2018-01-14 17:13:48","2018-01-14 17:20:04","2018-01-14 20:49:35",,"2018-01-14 20:49:35",,,,,27.7577406,-15.6814941,,,Detalle,"Caída distinto nivel","27.916853445275535,-15.661009736359121",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/5_14-01-2018_17-20-04_1513762025395.png,
INCIDENCIA,KDX95,,,Yes,vias.motor.gc,,"2018-01-14 17:20:07","2018-01-14 17:27:23","2018-01-14 20:49:35",,"2018-01-14 20:49:35",,,,,27.7577406,-15.6814941,,,Detalle,"Caída distinto nivel","27.916785009342387,-15.655448175966741",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/6_14-01-2018_17-27-23_1513762025395.png,
INCIDENCIA,KDX9F,,,Yes,vias.motor.gc,,"2018-01-14 17:30:56","2018-01-14 17:34:22","2018-01-14 20:49:35",,"2018-01-14 20:49:35",,,,,27.7577406,-15.6814941,,,Detalle,Cárcavas,"27.919802963206863,-15.654105059802532",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/8_14-01-2018_17-34-22_1513762025395.png,
INCIDENCIA,KDX9G,,,Yes,vias.motor.gc,,"2018-01-14 17:34:25","2018-01-14 17:37:26","2018-01-14 20:49:35",,"2018-01-14 20:49:35",,,,,27.7577406,-15.6814941,,,Detalle,Desprendimiento,"27.920055665249887,-15.652570836246012",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/9_14-01-2018_17-37-26_1513762025395.png,
INCIDENCIA,KDX9a,,,Yes,vias.motor.gc,,"2018-01-14 17:37:28","2018-01-14 17:42:04","2018-01-14 20:49:35",,"2018-01-14 20:49:35",,,,,27.7577406,-15.6814941,,,Detalle,Cárcavas,"27.92186662990007,-15.652373693883419",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/10_14-01-2018_17-42-04_1513762025395.png,
INCIDENCIA,KDX93,,,Yes,vias.motor.gc,,"2018-01-14 17:42:06","2018-01-14 17:47:36","2018-01-14 20:49:35",,"2018-01-14 20:49:35",,,,,27.7577406,-15.6814941,,,Detalle,Cárcavas,"27.922658491545917,-15.652885995805264",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/11_14-01-2018_17-47-36_1513762025395.png,
INCIDENCIA,KDX9L,,,Yes,vias.motor.gc,,"2018-01-14 17:47:42","2018-01-14 17:53:13","2018-01-14 20:49:36",,"2018-01-14 20:49:36",,,,,27.7577406,-15.6814941,,,Detalle,Cárcavas,"27.9250008631402,-15.651771537959574",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/12_14-01-2018_17-53-13_1513762025395.png,
INCIDENCIA,KDX9e,,,Yes,vias.motor.gc,,"2018-01-14 17:53:15","2018-01-14 18:10:23","2018-01-14 20:49:36",,"2018-01-14 20:49:36",,,,,27.7577406,-15.6814941,,,Detalle,Cárcavas,"27.9270158486557,-15.651214644312859",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/13_14-01-2018_18-10-23_1513762025395.png,"paso por cauce sin pista y sobre roca madre"
INCIDENCIA,KDX9j,,,Yes,vias.motor.gc,,"2018-01-14 18:11:46","2018-01-14 18:20:49","2018-01-14 20:49:36",,"2018-01-14 20:49:36",,,,,27.7577406,-15.6814941,,,Detalle,Desprendimiento,"27.92757987198017,-15.64722452312708",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/15_14-01-2018_18-20-49_1513762025395.png,
INCIDENCIA,KDX9A,,,Yes,vias.motor.gc,,"2018-01-14 18:20:54","2018-01-14 18:25:33","2018-01-14 20:49:36",,"2018-01-14 20:49:36",,,,,27.7577406,-15.6814941,,,Detalle,"Caída distinto nivel","27.928584975577255,-15.648224651813507",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/16_14-01-2018_18-25-33_1513762025395.png,
INCIDENCIA,KDX9N,,,Yes,vias.motor.gc,,"2018-01-14 18:25:47","2018-01-14 18:32:05","2018-01-14 20:49:36",,"2018-01-14 20:49:36",,,,,27.7577406,-15.6814941,,,Detalle,"Caída distinto nivel","27.92859326993882,-15.65162267535925",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/17_14-01-2018_18-32-05_1513762025395.png,
INCIDENCIA,KDX9U,,,Yes,vias.motor.gc,,"2018-01-14 18:32:08","2018-01-14 18:34:57","2018-01-14 20:49:37",,"2018-01-14 20:49:37",,,,,27.7577406,-15.6814941,,,Detalle,"Caída distinto nivel","27.929140992620333,-15.653280951082706",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/18_14-01-2018_18-34-57_1513762025395.png,
INCIDENCIA,KDX9Z,,,Yes,vias.motor.gc,,"2018-01-14 18:34:59","2018-01-14 18:40:54","2018-01-14 20:49:37",,"2018-01-14 20:49:37",,,,,27.7577406,-15.6814941,,,Detalle,"Explotación ganadera","27.929625616756333,-15.65597489476204",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/19_14-01-2018_18-40-54_1513762025395.png,
INCIDENCIA,KDX9d,,,Yes,vias.motor.gc,,"2018-01-14 18:40:57","2018-01-14 18:42:16","2018-01-14 20:49:37",,"2018-01-14 20:49:37",,,,,27.7577406,-15.6814941,,,Detalle,Cárcavas,"27.92941263123317,-15.656411424279215",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/20_14-01-2018_18-42-16_1513762025395.png,
INCIDENCIA,KDX9c,,,Yes,vias.motor.gc,,"2018-01-14 19:27:17","2018-01-14 19:28:12","2018-01-14 20:49:37",,"2018-01-14 20:49:37",,,,,27.7577406,-15.6814941,,,Detalle,"Caída distinto nivel","27.939792447113277,-15.665445774793627",https://web.surikat.io/uploads/img/submissions/6F3D7629B3B69264DC4F77D4DE185CE3/25_14-01-2018_19-28-12_1513762025395.png,
INCIDENCIA,KDXqk,,,Yes,ayagaures.pistas1,,"2018-01-15 10:43:26","2018-01-15 10:44:58","2018-01-15 11:35:00",,"2018-01-15 11:35:00",,,,,27.8463924,-15.4425038,,,Detalle,Instalaciones,"27.968501029592407,-15.548880994319916",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/101_15-01-2018_10-44-58_1513762025395.png,"Riesgo eléctrico Alta Tensión."
INCIDENCIA,KDXqp,,,Yes,ayagaures.pistas1,,"2018-01-15 10:45:21","2018-01-15 10:47:07","2018-01-15 11:37:13",,"2018-01-15 11:37:13",,,,,27.8463924,-15.4425038,,,Detalle,"Caída distinto nivel","27.971482301792477,-15.548427365720274",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/102_15-01-2018_10-47-07_1513762025395.png,"Caída  a distinto nivel a la derecha de la pista."
INCIDENCIA,KDXqG,,,Yes,ayagaures.pistas1,,"2018-01-15 11:05:08","2018-01-15 11:06:03","2018-01-15 11:56:03",,"2018-01-15 11:56:03",,,,,27.8463924,-15.4425038,,,Detalle,Cárcavas,"27.981836459917496,-15.544100292026995",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/104_15-01-2018_11-06-03_1513762025395.png,"Cárcavas provocadas por lluvias."
INCIDENCIA,KDX2q,,,Yes,ayagaures.pistas1,,"2018-01-15 14:56:09","2018-01-15 14:58:09","2018-01-15 15:48:12",,"2018-01-15 15:48:12",,,,,27.8463924,-15.4425038,,,Detalle,Desprendimiento,"27.990415661601176,-15.536207221448421",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/106_15-01-2018_14-58-09_1513762025395.png,"Zona de desprendimientos."
INCIDENCIA,KDftf,,,Yes,ayagaures.pistas1,,"2018-01-23 12:05:58","2018-01-23 12:07:44","2018-01-23 12:57:13",,"2018-01-23 12:57:13",,,,,27.8463924,-15.4425038,,,Detalle,"Explotación agrícola","28.095749353838837,-15.433543995022772",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/117_23-01-2018_12-07-44_1513762025395.png,"Zona destinada al cultivo de plataneras a lo largo de todo el barranco."
INCIDENCIA,KDfvS,,,Yes,ayagaures.pistas1,,"2018-01-23 13:56:30","2018-01-23 13:57:38","2018-01-23 14:46:58",,"2018-01-23 14:46:58",,,,,27.8463924,-15.4425038,,,Detalle,"Caída distinto nivel","28.07240363835765,-15.433955043554306",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/124_23-01-2018_13-57-38_1513762025395.png,"Riesgo de caída a distinto nivel."
INCIDENCIA,KDfvI,,,Yes,ayagaures.pistas1,,"2018-01-23 14:02:44","2018-01-23 14:05:56","2018-01-23 14:55:21",,"2018-01-23 14:55:21",,,,,27.8463924,-15.4425038,,,Detalle,"Limita/Prohibe Paso","28.077738542081573,-15.428592301905155",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/125_23-01-2018_14-05-56_1513762025395.png,"Acceso restringido al tratarse de instalaciones de telecomunicaciones."
INCIDENCIA,KDfiy,,,Yes,ayagaures.pistas1,,"2018-01-23 15:04:03","2018-01-23 15:05:23","2018-01-23 15:54:45",,"2018-01-23 15:54:45",,,,,27.8463924,-15.4425038,,,Detalle,"Explotación agrícola","28.10269493993958,-15.485376343131065",https://web.surikat.io/uploads/img/submissions/365F9D6C550675B308AE485164A7943B/128_23-01-2018_15-05-23_1513762025395.png,"Zona destinada al cultivo de plataneras."
